id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text
8476,person,happy,white,woman,29,25-34 years,The text in the image is:  - classic anne frank - photo
8495,"person, banana",,,,,,mein feelings  have been hurt
8516,"person, person, person, person, person",angry,asian,man,25,25-34 years,smirked at an adult media coverage: 30  days  shot up a school  media coverage: 2 days
8517,"person, tie, person",,,,,,when the weekends finally here
8523,"person, person",happy,asian,woman,26,25-34 years,Cute kid getting ready to start her life too bad shes already fkn' dead raped and murdered by an illegal immigrant
8524,"person, person, person, person, person",happy,white,woman,31,25-34 years,yellow black red and normal
8531,sheep,,,,,,this one's called dirty deeds done with sheep
8534,"person, person",,,,,,if you don't believe in god you're going to suffer and burn for all eternity in hell  child abuse it isn't necessarily physical
8537,person,,,,,,allah is watching you!
8541,person,,,,,,when your test comes back and you got a 47 out of 46
8546,"person, tie",fear,middle eastern,man,40,35-44 years,"The text in the image reads:  ""I'm not saying you are a slut but you are easier than Poland"""
8563,"person, person, person, person, person, person, car, person, tie, person, person, person, person",,,,,,the terrible actions  this all began with of one man doing a terrible job for mankind
8564,"remote, person",,,,,,when your dishwasher is broken so you take it back to walmart to get a new one
8567,person,,,,,,"to see better, asians sometime switch to fullscreen veiw"
8569,"person, person, handbag, handbag",happy,asian,man,24,18-24 years,weekend friendship brunch date
8571,"person, car, chair, motorcycle",happy,asian,man,26,25-34 years,"The text in the image is:  - ""asian drivers test"" - ""had an accident"""
8591,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,"The text in the image reads:  ""teacher of the year for black community"""
8593,"person, horse, person",,,,,,18 years later
8597,"person, truck",,,,,,"now, you're telling me you were so ingrained with white trash dna, your facial hair actually grows in on its own all white trashy like that?"
8613,"dog, car",,,,,,on my way to run over w*men and minorities
8617,banana,,,,,,history teacher: 6 million jews died during wWII me:
8621,"tie, person",neutral,white,man,36,35-44 years,"that's fucked up, but I like it"
8624,bird,,,,,,I saw a little Jewish boy playing with an ash tray while walking down the road today.  I asked him if he was looking for his grandparents  Did Jew Nazi that this Israeli funny?
8627,"knife, person, spoon, scissors, orange",fear,white,man,31,25-34 years,always love your mother even if she's batshit crazy
8632,"person, person",,,,,,"""why do you have to punch a hole in the wall when you get upset?"" white guys: it defines who i am"
8637,"person, person, person, person, person, person, person, person",angry,black,man,43,35-44 years,Islam: how many more are we going to have to murder... ...before the world realizes that we are the religion of peace?
8641,"person, tennis racket",neutral,white,woman,50,45-54 years,"The text in the image reads:  ""caitlyn jenner is kylie jenner's transexual biological father"""
8645,"tie, person, person, person, person, person, person, backpack, person, person, backpack, person, person",neutral,middle eastern,man,48,45-54 years,some people say religion is a labor of love
8649,"person, person, person, sports ball",,,,,,Love in the world comes in many forms
8652,"person, person, person, car, car, car, car, car, person, tie, car",sad,white,man,31,25-34 years,how we see muslims  how muslims see us
8653,"person, vase",happy,white,man,22,18-24 years,a smile to bring joy in anyone's day
8654,"person, person, person",angry,latino hispanic,man,24,18-24 years,never had one before  . what? a room to yourself?  a white bitch
8657,"person, person, person",,,,,,i saw her standing there and i told her she had three beautiful children. she didn't have to get all pissed off and threaten me. it was an honest mistake.
8671,"person, bottle, bottle, bottle, toothbrush",,,,,,scientist have found that caucasians  share 99.9% dna with us
8674,bowl,,,,,,burning things that don't mean anything to you
8691,person,neutral,white,man,24,18-24 years,"if he dies in the movie ""toy story"" all the toys have to watch as the children play with their dead friend's lifeless body"
8693,sandwich,,,,,,this thread needs more bacon
8695,"person, person, person, person, person, person, person, sheep, person, person, person, person, sheep, sheep, sheep, sheep, sheep, sheep, backpack, person, sheep, sheep",happy,indian,man,29,25-34 years,how you guys think they look like  but when pados wale pandit sees you
8716,"person, person, tie",neutral,white,man,31,25-34 years,for decades bruce fondled her  this  just in caitlyn jenner  claims
8719,"person, book",,,,,,why do white people smell like bologna?
8732,"person, person, dog, person, bed, person",sad,middle eastern,man,27,25-34 years,what guys envision lesbian look like what lesbians really look like
8741,person,,,,,,jussie-smollet taken at gunpoint in maga country
8742,"person, chair",,,,,,so there i was..  setting up economic miracles for the next president
8743,"person, person, bowl, bowl, bowl, cup, bowl, wine glass, bowl, wine glass, wine glass, cup, wine glass, refrigerator, bowl, cup, oven, cup, cup",,,,,,"if you see me in public looking a hot mess, just know; my bills are paid, my children have food, & i ain't trying to impress you"
8761,"person, zebra",,,,,,mental health is important
8793,person,angry,white,man,51,45-54 years,that's black people for ya  what did you expect
8795,"bird, horse",,,,,,when you are white and working in oil field
8917,cat,,,,,,"what are you doing there? you're a cat, not a jew"
8924,bear,,,,,,"when you already started eating  and someone says ""lets pray"""
8934,person,,,,,,white kids be like  im killing everybody
8937,oven,,,,,,you know like when the tv doesn't work you give it a hard hit and then it's all better
8941,"sheep, sheep",,,,,,i put the ape in rape
8954,person,,,,,,the pope at the vatican
8957,"tie, person, person, person, person, tie",fear,white,man,30,25-34 years,"telling a girl you jerk off to her is the ultimate compliment, with all the free porn there is, she was chosen."
8961,"person, tie, tie",,,,,,"The text in the image reads:  ""what was hitler's favorite race? nazi jews"""
8962,"person, person, person, person, person, person, person, handbag, tie, person, chair",angry,middle eastern,man,42,35-44 years,you know you're getting older when  you walk by 3 priests and don't even get a look
8964,person,,,,,,did you know. if you hold a person underwater long enough  they stop being an asshole
9124,"person, umbrella",,,,,,"The text in the image says:  ""close your eyes 50% you'll see both of the pics are similar"""
9126,"person, tie, person, tie, person, person, person, person, chair",happy,latino hispanic,man,44,35-44 years,"when your friend plays rap music on the way to a kkk meeting  dude, you're embarassing me in front of the wizards."
9128,,,,,,,"only in america  could these people consider themselves the ""master race"""
9132,"person, person, person, person, person, person, chair, tie",neutral,white,man,22,18-24 years,Based in america
9138,"person, person, person, person, person, cell phone, person, person, person, chair, chair, chair, person",,,,,,"The text in the image reads:  ""muslims in 2001 defund homeland security! muslim in congress 2019"""
9148,"person, person, person, person",neutral,middle eastern,man,35,35-44 years,friends come and go but brothers last forever
9152,"person, chair, chair",,,,,,"i don't have ex's. i have y'ss.  like, ""y the hell did i date you?!?"""
9154,,,,,,,we've been at peace with japan since 1945  time to make peace with isis
9156,"tie, person, person, tie, person",,,,,,"sit down kids, i will now tell you how i met your mother"
9162,"person, person",,,,,,please make them white
9176,"person, person, person",,,,,,always be kind to those less fortunate than you
9184,"person, frisbee, person",,,,,,how to get a black guy to see his baby
9185,"person, cell phone, dog, handbag",,,,,,ahmed? i'm pregnant!!
9187,"person, cell phone, person, cell phone, tennis racket",angry,middle eastern,man,28,25-34 years,what's black and screams? stevie wonder answering the iron
9213,person,neutral,asian,man,34,25-34 years,boys are the devil
9215,"person, remote, cell phone",sad,white,man,28,25-34 years,me: wanna watch porn or golf? her: porn. you already know how to golf
9217,"toothbrush, person, banana",,,,,,overdose
9238,person,happy,black,man,27,25-34 years,"The text in the image says:  ""turn that frown upside down"""
9241,"person, refrigerator",,,,,,the dishwasher was making a funny sound but i fixed it
9247,,,,,,,enough deaths stop gun violence
9248,"oven, person",,,,,,when your dishwasher is broken  so you take it back to walmart to get a new one
9251,person,sad,white,man,28,25-34 years,"you have adhd? well, i know a place i can send you where you'll learn to concentrate"
9263,"banana, person",,,,,,"eix bafe2, i didn't sign up for this shit"
9265,"umbrella, umbrella, umbrella, person, person, person",,,,,,"Poverty is deadly  take advantage of u.n. and foreign aid-funded housing and benefits ""death to the west!"""
9267,"person, person, person, kite",fear,white,woman,31,25-34 years,support the temple motherfuckers i'm here to claim the rights of husband you never give your wife away  join the fucking government i hate all freemasons and christians
