id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text,sentiment_analysis
13085,person,happy,middle eastern,man,23,18-24 years,when you choke the hooker a little too hard and she dies  this is where the fun begins,good
13086,sheep,,,,,,kill all americans  & remind them islam is peaceful,bad
13095,"person, cell phone, tie, cake",sad,white,man,39,35-44 years,how mexicans be like.. when they hear their friends kid is having a birthday party,bad
13096,"sheep, sheep, sheep, person, sheep, sheep, person, person, person, person, person, person, person",,,,,,"The text in the image reads:  ""virgin sheep running from horny muslims""",bad
13098,person,,,,,,The text in the image is:  - upper - downer,bad
13209,person,,,,,,"when you get arrested and the cop says  ""you have the right to remain silent""  but you're happy because finally you have a right",good
13248,"person, truck",neutral,white,man,40,35-44 years,i don't have time to be racist when  i have my american muscle with four working tires,neutral
13249,bird,,,,,,"Here's a little song I call  ""the talmudists are planning to kill us all""",bad
13269,"person, person, person, person, person, person, person, person, tie, person, person, tie, person, tie, tie, tie, person",fear,white,man,26,25-34 years,mississippi wind chime,bad
13270,person,,,,,,remember no matter how much you whine like a little bitch  trump is still your president,neutral
13276,"person, person, person, cell phone, person, person, person, handbag, bottle",sad,asian,man,31,25-34 years,feminist: we're equally upset about this line  me *agreeing intensifies*,neutral
13285,,,,,,,hope on a rope it's what everyone's been waiting for!,bad
13289,"tie, person",fear,white,man,24,18-24 years,i came to fuck bitches  and learn rocket science,bad
13297,dog,,,,,,the original derp face,bad
13402,"person, person, person, person",happy,white,man,27,25-34 years,happy birthday  let's snort some cake!,bad
13407,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,if you want good life for your children  kill them all,bad
13426,"person, person, person, person, person, person, person, person, person, person, person, person, person",happy,white,man,35,35-44 years,they will soon be free,bad
13428,"person, dog",happy,white,woman,31,25-34 years,i've told my neighbor to keep thier pug out of my yard 3 times already,bad
13450,"person, person, tie, car",,,,,,something went... terribly wrong  1947  2017,bad
13458,dog,fear,white,man,35,35-44 years,oh my god  i don't give a fuck,bad
13459,"person, person, person, person",happy,latino hispanic,man,25,25-34 years,when you're in jail and missing her like crazy,bad
13460,person,happy,latino hispanic,woman,31,25-34 years,"The text in the image reads:  - ""HANhai"" - ""Available on iTunes"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood",good
13465,"person, handbag, person, person, person",fear,white,woman,29,25-34 years,"""car salesman roof of car""",bad
13469,"person, dog, bowl, person, bench",,,,,,when there is one coco puff left in the bowl,bad
13470,"person, person, cell phone, person, person, person, person, person, chair, chair, chair",,,,,,muslims in 2001  defund homeland security!  muslim in congress 2019,bad
13476,"cat, laptop",,,,,,i keep hitting the escape key...  but i'm still here,neutral
13478,person,neutral,white,man,30,25-34 years,this type of mission needs to stop,good
13482,,,,,,,black friday sale,bad
13486,"person, apple, apple",,,,,,oh look... it's the wetern feminist movement when it comes to islam and sharia law,neutral
13492,"person, chair, person, cup, cup, cup, dining table",,,,,,my mom makes  the best sandwiches,bad
13495,"tie, person",neutral,middle eastern,man,26,25-34 years,there is no such thing as an appropriate joke  that's why it's a joke.,neutral
13506,person,,,,,,i can't wait to name you some dumb shit nobody can pronounce,bad
13520,"person, cell phone, book, chair",neutral,white,man,30,25-34 years,i only wear silk panties  cotton ones remind me of slavery,neutral
13528,"person, person, person, person, person, boat, person, person, person, person",,,,,,where's jaws when you need him?,bad
13542,bottle,,,,,,"The text in the image is:  - yobo - 7 THINGS TO KNOW - ""BROWS LIKE A BOSS!"" - ""BROWS LIKE A BOSS!"" - Simple Magic - #beautyhacks - LASH&BROW - LASH&BROW - LASH&BROW - LASH&BROW - NOW MY BROWS IS PERFECT! - #feedback - #specialoffer - a gift for you - #feedback - #specialoffer - OUR BRAND STORY - you only blowup once",bad
13548,person,happy,white,woman,35,35-44 years,basic white girl in her natural habitat this is what i imagine heaven looks like womenwholovewine wineaisle target whitegirlwasted,bad
13570,person,,,,,,who needs help getting into the u.s i can help,neutral
13576,bear,,,,,,"hey i just met you and this is crazy, but here's my number i'll gas your baby",bad
13579,"person, person, person, bottle, tie",happy,black,man,35,35-44 years,up his sleevies  where did hitler keep his armies? where?,bad
13590,"person, person, person, person, person",,,,,,q: what's the difference between harry potter and jewish people? a: harry potter eventually escape the chamber,bad
13592,"person, dog",,,,,,go ahead call the cops  they can't unrape you,bad
13596,"person, person, person, person, person, person, person",happy,white,man,30,25-34 years,ever notice christians  are horrible drivers,bad
13602,"person, person",neutral,asian,man,33,25-34 years,when someone is trying to convince you that a fetus is a living baby  but you really don't have a problem with killing a living baby either,bad
13607,person,happy,white,man,31,25-34 years,"The text in the image says:  ""respect your elders they've learned a lot in their time""",bad
13609,"person, person, person, person, person, person, person, person, person, person",fear,white,man,27,25-34 years,when your 8 year old wife isn't home but your goat is  improvise. adapt. overcome,bad
